,"Pref Vendor","Reorder Pt (Min)","Max","On Hand","On Sales Order","For Assemblies","Available","Order","On PO","Reorder Qty","Next Deliv","Sales/Week"
"Inventory",,,,,,,,,,,,
"E2-WES639",,"","",9,0,0,9,,0,0,,0
"E2-WES930",,"","",8,0,0,8,,0,0,,0
"E2-WES939",,"","",6,0,0,6,,0,0,,0
"E2-WF330",,"","",235,0,0,235,,0,0,,0
"E2-WF339",,"","",280,0,0,280,,0,0,,0
"E2-WF396",,"","",63,0,0,63,,0,0,,0
"E2-WF630",,"","",26,0,0,26,,0,0,,0
"E2-WF639",,"","",24,0,0,24,,0,0,,0
"E2-WF696",,"","",30,0,0,30,,0,0,,0
"E2-WRC3018",,"","",17,0,0,17,,0,0,,0
"E2-WRP1230",,"","",31,0,0,31,,0,0,,0
"E2-WRP1239",,"","",7,0,0,7,,0,0,,0
"FB-WE2021BN07",,"","",0,0,0,0,,5,0,"01/25/2024",0
"FB-WE3006BN12",,"","",0,0,0,0,,0,0,,0
"FB-WE3006C12",,"","",0,0,0,0,,0,0,,0
"FB-WE3008BN",,"","",0,0,0,0,,0,0,,0
"FB-WE6020AC",,"","",0,0,0,0,,0,0,,0
"FB-WE6020AMB",,"","",0,0,0,0,,0,0,,0
"FB-WE8001BN",,"","",0,0,0,0,,5,0,"01/25/2024",0
"FB-WE8605BN",,"","",0,0,0,0,,0,0,,0
"FITTING",,"","",0,0,0,0,,0,0,,0
"FK-WE6008BN09-01",,"","",0,0,0,0,,0,0,,0
"FK-WE6008C09",,"","",0,0,0,0,,0,0,,0
"FK-WE7003BN",,"","",-4,0,0,-4,,0,0,,0
"FK-WE7004BN",,"","",0,0,0,0,,0,0,,0
"FK-WE7005",,"","",-4,0,0,-4,,0,0,,0
"FK-WE7012BN",,"","",0,0,0,0,,5,0,"01/25/2024",0
"FK-WE7012BN01",,"","",0,0,0,0,,5,0,"01/25/2024",0
"FK-WE7012C",,"","",0,0,0,0,,0,0,,0
"FK-WE7030BBN",,"","",0,0,0,0,,0,0,,0
"HANDLE-3312-10"" (3312-10"")",,"","",0,0,0,0,,0,0,,0
"HANDLE-3312-6"" (3312-6"")",,"","",0,0,0,0,,100,0,"01/22/2024",0
"HANDLE-3312-8"" (3312-8"")",,"","",0,0,0,0,,80,0,"01/22/2024",0
"HANDLE-3916-12"" (3916-12"")",,"","",0,0,0,0,,0,0,,0
"HANDLE-3916-5"" (3916-5"")",,"","",0,0,0,0,,450,0,"01/22/2024",0
"HANDLE-3916-7"" (3916-7"")",,"","",0,0,0,0,,500,0,"01/22/2024",0
"HANDLE-6100-2''-KNOB (A001-2"")",,"","",0,0,0,0,,0,0,,0
"HANDLE-6100-5'' (A001-5"")",,"","",0,0,0,0,,200,0,"01/22/2024",0
"HANDLE-6100-7'' (A001-7"")",,"","",0,0,0,0,,120,0,"01/22/2024",0
"HANDLE-6100-9.5'' (A001-9.5"")",,"","",0,0,0,0,,0,0,,0
"HANDLE-6200-29mm-KNOB (A002)",,"","",0,0,0,0,,0,0,,0
"HANDLE-6300-5.2'' (A003-5.2"")",,"","",0,0,0,0,,200,0,"01/22/2024",0
"HANDLE-6300-8.5'' (A003-8.5"")",,"","",0,0,0,0,,120,0,"01/22/2024",0
"HANDLE-6400-6.3'' (A004-6.3"")",,"","",0,0,0,0,,150,0,"01/22/2024",0
"HANDLE-6400-7.5'' (A004-7.5"")",,"","",0,0,0,0,,150,0,"01/22/2024",0
"HANDLE-6500-5'' (A005-5"")",,"","",0,0,0,0,,150,0,"01/22/2024",0
"HANDLE-6500-7.5'' (A005-7.5"")",,"","",0,0,0,0,,0,0,,0
"HANDLE-6600-10'' (A006-10"")",,"","",0,0,0,0,,0,0,,0
"HANDLE-6600-5'' (A006-5"")",,"","",0,0,0,0,,200,0,"01/22/2024",0
"HANDLE-6600-7.5'' (A006-7.5"")",,"","",0,0,0,0,,150,0,"01/22/2024",0
"HANDLE-BM1883-S (BM1883-S)",,"","",0,0,0,0,,0,0,,0
"HANDLE-BM1911 (BM1911)",,"","",0,0,0,0,,0,0,,0
"HANDLE-BSN 1474 (BSN-Brushed Satin Nickel)",,"","",0,0,0,0,,0,0,,0
"HANDLE-BSN1830 (BSN1830-Brush satin nickel)",,"","",0,0,0,0,,0,0,,0
"HANDLE-IBM3112 (IBK3112-Black coating)",,"","",0,0,0,0,,0,0,,0
"HANDLE-OBM 2795 (ORM-Oil Rubbed Bronze)",,"","",0,0,0,0,,0,0,,0
"HANDLE-OBM3311-4"" (OBM 3011-4"")",,"","",0,0,0,0,,0,0,,0
"HANDLE-OBM3311-5"" (OBM 3011-5"")",,"","",0,0,0,0,,0,0,,0
"HANDLE-OBM3311-6"" (OBM 3011-6"")",,"","",0,0,0,0,,0,0,,0
"HANDLE-OBM3311-8"" (OBM 3011-8"")",,"","",0,0,0,0,,0,0,,0
"HANDLE-OBM4000-5"" (OBM4000-5""  OIL RUBBED BRONZE)",,"","",0,0,0,0,,0,0,,0
"HANDLE-OBM4000-7"" (OBM4000-7""  OIL RUBBED BRONZE)",,"","",0,0,0,0,,0,0,,0
"HANDLE-OBM7718-#1 (OBM7718-#1 OIL RUBBED BRONZE)",,"","",0,0,0,0,,0,0,,0
"HANDLE-OBM7718-2.5"" (OBM7718-2.5"" OIL RUBBED BRONZE)",,"","",0,0,0,0,,0,0,,0
"HANDLE-OBM7718-3"" (OBM7718-3"" OIL RUBBED BRONZE)",,"","",0,0,0,0,,0,0,,0
"HANDLE-OBM7718-7"" (OBM7718-7""  OIL RUBBED BRONZE)",,"","",0,0,0,0,,0,0,,0
"HANDLE-OBM7718-9"" (OBM7718-9""  OIL RUBBED BRONZE)",,"","",0,0,0,0,,0,0,,0
"HANDLE SAMPLE BOARD",,"","",0,0,0,0,,0,0,,0
"HOOD-6"" CONNECTOR (HOOD-6"" CONNECTOR)",,"","",0,0,0,0,,0,0,,0
"HOOD-6"" PIPE (HOOD-6"" PIPE)",,"","",0,0,0,0,,0,0,,0
"HOOD-8"" PIPE (HOOD-8"" PIPE)",,"","",0,0,0,0,,0,0,,0
"HOOD-Light Bulb (Light Bulb)",,"","",0,0,0,0,,0,0,,0
"HOOD-MT198D2-W30 (MT198D2-W30)",,"","",130,0,0,130,,0,0,,0
"HOOD-MT198F-W30 (MT198F-W30)",,"","",0,0,0,0,,0,0,,0
"HOOD-MT198F4-W30 (MT198F4-W30)",,"","",0,0,0,0,,0,0,,0
"HOOD-MTB10-30 (PX10-U30)",,"","",130,0,0,130,,0,0,,0
"HOOD-Oil Cup-Long (Oil Cup --Long)",,"","",0,0,0,0,,0,0,,0
"HOOD-Oil Cup-Round (Oil Cup -- Round)",,"","",0,0,0,0,,0,0,,0
"HOOD-Oil net-Cover (Oil net --Cover)",,"","",0,0,0,0,,0,0,,0
"HOOD-Oil net-MT198-D2 (Oil net --MT198-D2)",,"","",0,0,0,0,,0,0,,0
"HOOD-Oil net-MTB10-30 (Oil net --MTB10-30)",,"","",0,0,0,0,,0,0,,0
"HOOD-Oil net-US200-1860 (Oil net --US200-1860)",,"","",0,0,0,0,,0,0,,0
"HOOD-UC200-1815E (UC200-1815E)",,"","",0,0,0,0,,0,0,,0
"HOOD-UC200-1830W (UC200-1830W)",,"","",45,0,0,45,,0,0,,0
"HOOD-UC200-1860 (UC200-1860)",,"","",30,0,0,30,,0,0,,0
"IW-B09",,"","",0,0,0,0,,0,0,,0
"IW-B12",,"","",0,0,0,0,,0,0,,0
"IW-B15",,"","",0,0,0,0,,0,0,,0
"IW-B18",,"","",0,0,0,0,,0,0,,0
"IW-B21",,"","",0,0,0,0,,0,0,,0
"IW-B24",,"","",0,0,0,0,,0,0,,0
"IW-B27",,"","",0,0,0,0,,0,0,,0
"IW-B30",,"","",0,0,0,0,,0,0,,0
"IW-B33",,"","",0,0,0,0,,0,0,,0
"IW-B36",,"","",0,0,0,0,,0,0,,0
"IW-BBC36",,"","",0,0,0,0,,0,0,,0
"IW-BBC42",,"","",0,0,0,0,,0,0,,0
"IW-BEA12-L",,"","",0,0,0,0,,0,0,,0
"IW-BEA12-R",,"","",0,0,0,0,,0,0,,0
"IW-BEA24",,"","",0,0,0,0,,0,0,,0
"IW-BEOS6",,"","",0,0,0,0,,0,0,,0
"IW-BEOS9",,"","",0,0,0,0,,0,0,,0
"IW-BF3",,"","",0,0,0,0,,0,0,,0
"IW-BF6",,"","",0,0,0,0,,0,0,,0
"IW-BFF3",,"","",0,0,0,0,,0,0,,0
"IW-BRP2430",,"","",0,0,0,0,,0,0,,0
"IW-BSR9",,"","",0,0,0,0,,0,0,,0
"IW-CM2 3/4",,"","",0,0,0,0,,0,0,,0
"IW-CM8",,"","",0,0,0,0,,0,0,,0
"IW-DB12",,"","",0,0,0,0,,0,0,,0
"IW-DB15",,"","",0,0,0,0,,0,0,,0
"IW-DB18",,"","",0,0,0,0,,0,0,,0
"IW-DB21",,"","",0,0,0,0,,0,0,,0
"IW-DB24",,"","",0,0,0,0,,0,0,,0
"IW-DWP",,"","",0,0,0,0,,0,0,,0
"IW-GW1530-BOX",,"","",0,0,0,0,,0,0,,0
"IW-GW1530-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"IW-GW1539-BOX",,"","",0,0,0,0,,0,0,,0
"IW-GW1539-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"IW-GW1830-BOX",,"","",0,0,0,0,,0,0,,0
"IW-GW1830-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"IW-GW1839-BOX",,"","",0,0,0,0,,0,0,,0
"IW-GW1839-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"IW-GW2430-BOX",,"","",0,0,0,0,,0,0,,0
"IW-GW2430-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"IW-GW2439-BOX",,"","",0,0,0,0,,0,0,,0
"IW-GW2439-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"IW-GW3030-BOX",,"","",0,0,0,0,,0,0,,0
"IW-GW3030-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"IW-GW3039-BOX",,"","",0,0,0,0,,0,0,,0
"IW-GW3039-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"IW-GW3630-BOX",,"","",0,0,0,0,,0,0,,0
"IW-GW3630-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"IW-GW3639-BOX",,"","",0,0,0,0,,0,0,,0
"IW-GW3639-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"IW-GWDC2430-BOX",,"","",0,0,0,0,,0,0,,0
"IW-GWDC2430-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"IW-GWDC2439-BOX",,"","",0,0,0,0,,0,0,,0
"IW-GWDC2439-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"IW-LM8",,"","",0,0,0,0,,0,0,,0
"IW-LSB33",,"","",0,0,0,0,,0,0,,0
"IW-LSB36",,"","",0,0,0,0,,0,0,,0
"IW-MWC2730",,"","",0,0,0,0,,0,0,,0
"IW-MWC2739",,"","",0,0,0,0,,0,0,,0
"IW-MWC3030",,"","",0,0,0,0,,0,0,,0
"IW-MWC3039",,"","",0,0,0,0,,0,0,,0
"IW-OCM8",,"","",0,0,0,0,,0,0,,0
"IW-ONL-RB3*3",,"","",0,0,0,0,,0,0,,0
"IW-PC1884",,"","",0,0,0,0,,0,0,,0
"IW-PC1893",,"","",0,0,0,0,,0,0,,0
"IW-PC2484",,"","",0,0,0,0,,0,0,,0
"IW-PC2493",,"","",0,0,0,0,,0,0,,0
"IW-PN4896",,"","",0,0,0,0,,0,0,,0
"IW-PRC3018",,"","",0,0,0,0,,0,0,,0
"IW-RC58",,"","",0,0,0,0,,0,0,,0
"IW-REF2496",,"","",0,0,0,0,,0,0,,0
"IW-ROT18",,"","",0,0,0,0,,0,0,,0
"IW-ROT24",,"","",0,0,0,0,,0,0,,0
"IW-ROT30",,"","",0,0,0,0,,0,0,,0
"IW-ROT33",,"","",0,0,0,0,,0,0,,0
"IW-ROT36",,"","",0,0,0,0,,0,0,,0
"IW-SAMPLE DOOR",,"","",0,0,0,0,,0,0,,0
"IW-SB27",,"","",0,0,0,0,,0,0,,0
"IW-SB30",,"","",0,0,0,0,,0,0,,0
"IW-SB33",,"","",0,0,0,0,,0,0,,0
"IW-SB36",,"","",0,0,0,0,,0,0,,0
"IW-SBA36",,"","",0,0,0,0,,0,0,,0
"IW-SHG30",,"","",0,0,0,0,,0,0,,0
"IW-SM8",,"","",0,0,0,0,,0,0,,0
"IW-SP3*34.5",,"","",0,0,0,0,,0,0,,0
"IW-TK8",,"","",0,0,0,0,,0,0,,0
"IW-TOUCH UP",,"","",0,0,0,0,,0,0,,0
"IW-VA2421",,"","",0,0,0,0,,0,0,,0
"IW-VA3021",,"","",0,0,0,0,,0,0,,0
"IW-VA3621",,"","",0,0,0,0,,0,0,,0
"IW-VAD3021-L",,"","",0,0,0,0,,0,0,,0
"IW-VAD3021-R",,"","",0,0,0,0,,0,0,,0
"IW-VAD3621-L",,"","",0,0,0,0,,0,0,,0
"IW-VAD3621-R",,"","",0,0,0,0,,0,0,,0
"IW-VAD4821",,"","",0,0,0,0,,0,0,,0
"IW-VAS36",,"","",0,0,0,0,,0,0,,0
"IW-VAS48",,"","",0,0,0,0,,0,0,,0
"IW-VAS72",,"","",0,0,0,0,,0,0,,0
"IW-W0930",,"","",0,0,0,0,,0,0,,0
"IW-W0939",,"","",0,0,0,0,,0,0,,0
"IW-W1230",,"","",0,0,0,0,,0,0,,0
"IW-W1239",,"","",0,0,0,0,,0,0,,0
"IW-W1530",,"","",0,0,0,0,,0,0,,0
"IW-W1539",,"","",0,0,0,0,,0,0,,0
"IW-W1830",,"","",0,0,0,0,,0,0,,0
"IW-W1839",,"","",0,0,0,0,,0,0,,0
"IW-W2130",,"","",0,0,0,0,,0,0,,0
"IW-W2139",,"","",0,0,0,0,,0,0,,0
"IW-W2412",,"","",0,0,0,0,,0,0,,0
"IW-W2415",,"","",0,0,0,0,,0,0,,0
"IW-W2418",,"","",0,0,0,0,,0,0,,0
"IW-W2421",,"","",0,0,0,0,,0,0,,0
"IW-W2424",,"","",0,0,0,0,,0,0,,0
"IW-W2430",,"","",0,0,0,0,,0,0,,0
"IW-W2439",,"","",0,0,0,0,,0,0,,0
"IW-W2730",,"","",0,0,0,0,,0,0,,0
"IW-W2739",,"","",0,0,0,0,,0,0,,0
"IW-W3012",,"","",0,0,0,0,,0,0,,0
"IW-W301224",,"","",0,0,0,0,,0,0,,0
"IW-W3015",,"","",0,0,0,0,,0,0,,0
"IW-W301524",,"","",0,0,0,0,,0,0,,0
"IW-W3018",,"","",0,0,0,0,,0,0,,0
"IW-W301824",,"","",0,0,0,0,,0,0,,0
"IW-W3021",,"","",0,0,0,0,,0,0,,0
"IW-W302124",,"","",0,0,0,0,,0,0,,0
"IW-W3024",,"","",0,0,0,0,,0,0,,0
"IW-W302424",,"","",0,0,0,0,,0,0,,0
"IW-W3030",,"","",0,0,0,0,,0,0,,0
"IW-W3039",,"","",0,0,0,0,,0,0,,0
"IW-W3312",,"","",0,0,0,0,,0,0,,0
"IW-W331224",,"","",0,0,0,0,,0,0,,0
"IW-W3315",,"","",0,0,0,0,,0,0,,0
"IW-W331524",,"","",0,0,0,0,,0,0,,0
"IW-W3318",,"","",0,0,0,0,,0,0,,0
"IW-W3321",,"","",0,0,0,0,,0,0,,0
"IW-W332124",,"","",0,0,0,0,,0,0,,0
"IW-W3324",,"","",0,0,0,0,,0,0,,0
"IW-W332424",,"","",0,0,0,0,,0,0,,0
"IW-W3330",,"","",0,0,0,0,,0,0,,0
"IW-W3339",,"","",0,0,0,0,,0,0,,0
"IW-W3612",,"","",0,0,0,0,,0,0,,0
"IW-W361224",,"","",0,0,0,0,,0,0,,0
"IW-W3615",,"","",0,0,0,0,,0,0,,0
"IW-W361524",,"","",0,0,0,0,,0,0,,0
"IW-W3618",,"","",0,0,0,0,,0,0,,0
"IW-W361824",,"","",0,0,0,0,,0,0,,0
"IW-W3621",,"","",0,0,0,0,,0,0,,0
"IW-W362124",,"","",0,0,0,0,,0,0,,0
"IW-W3624",,"","",0,0,0,0,,0,0,,0
"IW-W362424",,"","",0,0,0,0,,0,0,,0
"IW-W3630",,"","",0,0,0,0,,0,0,,0
"IW-W3639",,"","",0,0,0,0,,0,0,,0
"IW-WBC2730",,"","",0,0,0,0,,0,0,,0
"IW-WBC2739",,"","",0,0,0,0,,0,0,,0
"IW-WDC2430",,"","",0,0,0,0,,0,0,,0
"IW-WDC2439",,"","",0,0,0,0,,0,0,,0
"IW-WEA1230",,"","",0,0,0,0,,0,0,,0
"IW-WEA1239",,"","",0,0,0,0,,0,0,,0
"IW-WES630",,"","",0,0,0,0,,0,0,,0
"IW-WES639",,"","",0,0,0,0,,0,0,,0
"IW-WES930",,"","",0,0,0,0,,0,0,,0
"IW-WES939",,"","",0,0,0,0,,0,0,,0
"IW-WF330",,"","",0,0,0,0,,0,0,,0
"IW-WF339",,"","",0,0,0,0,,0,0,,0
"IW-WF396",,"","",0,0,0,0,,0,0,,0
"IW-WF630",,"","",0,0,0,0,,0,0,,0
"IW-WF639",,"","",0,0,0,0,,0,0,,0
"IW-WF696",,"","",0,0,0,0,,0,0,,0
"IW-WFF330",,"","",0,0,0,0,,0,0,,0
"IW-WFF339",,"","",0,0,0,0,,0,0,,0
"IW-WHF33308",,"","",0,0,0,0,,0,0,,0
"IW-WHF39308",,"","",0,0,0,0,,0,0,,0
"IW-WRC3018",,"","",0,0,0,0,,0,0,,0
"IW-WRP1230",,"","",0,0,0,0,,0,0,,0
"IW-WRP1239",,"","",0,0,0,0,,0,0,,0
"MS-B09",,"","",222,0,0,222,,0,0,,0
"MS-B12",,"","",508,0,0,508,,0,0,,0
"MS-B15",,"","",324,0,0,324,,0,0,,7
"MS-B18",,"","",485,0,0,485,,0,0,,0
"MS-B21",,"","",203,0,0,203,,0,0,,0
"MS-B24",,"","",481,0,0,481,,0,0,,0
"MS-B27",,"","",225,0,0,225,,0,0,,7
"MS-B30",,"","",468,0,0,468,,0,0,,7
"MS-B33",,"","",168,0,0,168,,0,0,,0
"MS-B36",,"","",248,0,0,248,,0,0,,0
"MS-BBC36",,"","",26,0,0,26,,0,0,,0
"MS-BBC42",,"","",41,0,0,41,,0,0,,0
"MS-BBM",,"","",70,0,0,70,,0,0,,0
"MS-BEA2412L",,"","",14,0,0,14,,0,0,,0
"MS-BEA2412R",,"","",10,0,0,10,,0,0,,0
"MS-BEA2424",,"","",12,0,0,12,,0,0,,0
"MS-BEOS6",,"","",0,0,0,0,,0,0,,0
"MS-BEOS9",,"","",0,0,0,0,,0,0,,0
"MS-BF3",,"","",746,0,0,746,,0,0,,7
"MS-BF6",,"","",54,0,0,54,,0,0,,0
"MS-BMC30",,"","",46,0,0,46,,0,0,,0
"MS-BRP2430",,"","",85,0,0,85,,0,0,,0
"MS-BSR9",,"","",119,0,0,119,,0,0,,0
"MS-CM2-C",,"","",460,0,0,460,,0,0,,0
"MS-CM2 3/4",,"","",-1,0,0,-1,,0,0,,0
"MS-CM8",,"","",891,0,0,891,,0,0,,0
"MS-CM8-S",,"","",-31,0,0,-31,,0,0,,0
"MS-DB12",,"","",73,0,0,73,,0,0,,0
"MS-DB15",,"","",70,0,0,70,,0,0,,0
"MS-DB18",,"","",95,0,0,95,,0,0,,0
"MS-DB21",,"","",39,0,0,39,,0,0,,0
"MS-DB24",,"","",104,0,0,104,,0,0,,0
"MS-DB30",,"","",65,0,0,65,,0,0,,0
"MS-DB36",,"","",23,0,0,23,,0,0,,0
"MS-DDB30",,"","",0,0,0,0,,0,0,,0
"MS-DDB36",,"","",2,0,0,2,,0,0,,0
"MS-DWP",,"","",382,0,0,382,,0,0,,0
"MS-FSB33",,"","",30,0,0,30,,0,0,,0
"MS-FSB39",,"","",0,0,0,0,,0,0,,0
"MS-GRPO",,"","",0,0,0,0,,0,0,,0
"MS-GW1530-BOX",,"","",0,0,0,0,,0,0,,0
"MS-GW1530-GLASS DOOR",,"","",5,0,0,5,,0,0,,0
"MS-GW1536-BOX",,"","",1,0,0,1,,0,0,,0
"MS-GW1536-GLASS DOOR",,"","",1,0,0,1,,0,0,,0
"MS-GW1539-BOX",,"","",0,0,0,0,,0,0,,0
"MS-GW1539-GLASS DOOR",,"","",10,0,0,10,,0,0,,0
"MS-GW1830-BOX",,"","",2,0,0,2,,0,0,,0
"MS-GW1830-GLASS DOOR",,"","",4,0,0,4,,0,0,,0
"MS-GW1836-BOX",,"","",15,0,0,15,,0,0,,0
"MS-GW1836-GLASS DOOR",,"","",17,0,0,17,,0,0,,0
"MS-GW1839-BOX",,"","",0,0,0,0,,0,0,,0
"MS-GW1839-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"MS-GW2430-BOX",,"","",2,0,0,2,,0,0,,0
"MS-GW2430-GLASS DOOR",,"","",-1,0,0,-1,,0,0,,0
"MS-GW2436-BOX",,"","",0,0,0,0,,0,0,,0
"MS-GW2436-GLASS DOOR",,"","",6,0,0,6,,0,0,,0
"MS-GW2439-BOX",,"","",12,0,0,12,,0,0,,0
"MS-GW2439-GLASS DOOR",,"","",19,0,0,19,,0,0,,0
"MS-GW3030-BOX",,"","",22,0,0,22,,0,0,,0
"MS-GW3030-GLASS DOOR",,"","",28,0,0,28,,0,0,,0
"MS-GW3036-BOX",,"","",7,0,0,7,,0,0,,0
"MS-GW3036-GLASS DOOR",,"","",35,0,0,35,,0,0,,0
"MS-GW3039-BOX",,"","",18,0,0,18,,0,0,,0
"MS-GW3039-GLASS DOOR",,"","",54,0,0,54,,0,0,,0
"MS-GW3630-BOX",,"","",4,0,0,4,,0,0,,0
"MS-GW3630-GLASS DOOR",,"","",10,0,0,10,,0,0,,0
"MS-GW3636-BOX",,"","",1,0,0,1,,0,0,,0
"MS-GW3636-GLASS DOOR",,"","",2,0,0,2,,0,0,,0
"MS-GW3639-BOX",,"","",5,0,0,5,,0,0,,0
"MS-GW3639-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"MS-GWDC2430-BOX",,"","",7,0,0,7,,0,0,,0
"MS-GWDC2430-GLASS DOOR",,"","",4,0,0,4,,0,0,,0
"MS-GWDC2436-BOX",,"","",45,0,0,45,,0,0,,0
"MS-GWDC2436-GLASS DOOR",,"","",35,0,0,35,,0,0,,0
"MS-GWDC2439-BOX",,"","",29,0,0,29,,0,0,,0
"MS-GWDC2439-GLASS DOOR",,"","",31,0,0,31,,0,0,,0
"MS-LM8",,"","",30,0,0,30,,0,0,,0
"MS-LSB33",,"","",166,0,0,166,,0,0,,0
"MS-LSB36",,"","",353,0,0,353,,0,0,,0
"MS-MWC2730",,"","",0,0,0,0,,0,0,,0
"MS-MWC2736",,"","",0,0,0,0,,0,0,,0
"MS-MWC2739",,"","",9,0,0,9,,0,0,,0
"MS-MWC3030",,"","",2,0,0,2,,0,0,,0
"MS-MWC3036",,"","",2,0,0,2,,0,0,,0
"MS-MWC3039",,"","",4,0,0,4,,0,0,,0
"MS-OC3384",,"","",0,0,0,0,,0,0,,0
"MS-OC3390",,"","",-1,0,0,-1,,0,0,,0
"MS-OC3393",,"","",0,0,0,0,,0,0,,0
"MS-OCM8",,"","",375,0,0,375,,0,0,,0
"MS-PC1884",,"","",16,0,0,16,,0,0,,0
"MS-PC1890",,"","",55,0,0,55,,0,0,,0
"MS-PC1893",,"","",47,0,0,47,,0,0,,0
"MS-PC2484",,"","",0,0,0,0,,0,0,,0
"MS-PC2490",,"","",39,0,0,39,,0,0,,0
"MS-PC2493",,"","",42,0,0,42,,0,0,,0
"MS-PC3084",,"","",1,0,0,1,,0,0,,0
"MS-PC3090",,"","",0,0,0,0,,0,0,,0
"MS-PC3093",,"","",0,0,0,0,,1,0,"03/02/2024",0
"MS-PN4896",,"","",330,0,0,330,,0,0,,0
"MS-PRC3018",,"","",0,0,0,0,,0,0,,0
"MS-RC58",,"","",0,0,0,0,,0,0,,0
"MS-REF2496",,"","",908,0,0,908,,0,0,,0
"MS-REF3096",,"","",0,0,0,0,,0,0,,0
"MS-ROT18",,"","",85,0,0,85,,0,0,,0
"MS-ROT24",,"","",210,0,0,210,,0,0,,0
"MS-ROT30",,"","",34,0,0,34,,0,0,,0
"MS-ROT33",,"","",0,0,0,0,,0,0,,0
"MS-ROT36",,"","",39,0,0,39,,0,0,,0
"MS-SAMPLE DOOR",,"","",0,0,0,0,,0,0,,0
"MS-SB27",,"","",68,0,0,68,,0,0,,0
"MS-SB30",,"","",422,0,0,422,,0,0,,0
"MS-SB33",,"","",163,0,0,163,,0,0,,0
"MS-SB36",,"","",213,0,0,213,,0,0,,0
"MS-SBA36",,"","",94,0,0,94,,0,0,,0
"MS-SHG30",,"","",9,0,0,9,,0,0,,0
"MS-SM8",,"","",372,0,0,372,,0,0,,0
"MS-SP3*34.5",,"","",8,0,0,8,,0,0,,0
"MS-TK",,"","",1866,0,0,1866,,0,0,,7
"MS-TOUCH UP",,"","",5,0,0,5,,0,0,,0
"MS-VA2421",,"","",0,0,0,0,,0,0,,0
"MS-VA3021",,"","",73,0,0,73,,0,0,,0
"MS-VA3621",,"","",47,0,0,47,,0,0,,0
"MS-VAD3021-L",,"","",0,0,0,0,,0,0,,0
"MS-VAD3021-R",,"","",0,0,0,0,,0,0,,0
"MS-VAD3621-L",,"","",13,0,0,13,,0,0,,0
"MS-VAD3621-R",,"","",3,0,0,3,,0,0,,0
"MS-VAD4821",,"","",0,0,0,0,,0,0,,0
"MS-VAS36",,"","",0,0,0,0,,0,0,,0
"MS-VAS48",,"","",14,0,0,14,,0,0,,0
"MS-VAS72",,"","",1,0,0,1,,0,0,,0
"MS-VDB12",,"","",27,0,0,27,,0,0,,0
"MS-VDB15",,"","",12,0,0,12,,0,0,,0
"MS-W0930",,"","",35,0,0,35,,0,0,,0
"MS-W0936",,"","",103,0,0,103,,0,0,,0
"MS-W0939",,"","",111,0,0,111,,0,0,,0
"MS-W1230",,"","",223,0,0,223,,0,0,,7
"MS-W1236",,"","",219,0,0,219,,0,0,,0
"MS-W1239",,"","",211,0,0,211,,0,0,,0
"MS-W1530",,"","",121,0,0,121,,0,0,,0
"MS-W1536",,"","",72,0,0,72,,0,0,,0
"MS-W1539",,"","",97,0,0,97,,0,0,,0
"MS-W1830",,"","",141,0,0,141,,0,0,,7
"MS-W1836",,"","",97,0,0,97,,0,0,,0
"MS-W1839",,"","",115,0,0,115,,0,0,,0
"MS-W2130",,"","",95,0,0,95,,0,0,,0
"MS-W2136",,"","",120,0,0,120,,0,0,,0
"MS-W2139",,"","",116,0,0,116,,0,0,,0
"MS-W2412",,"","",-14,0,0,-14,,0,0,,0
"MS-W2415",,"","",-6,0,0,-6,,0,0,,0
"MS-W2418",,"","",-2,0,0,-2,,0,0,,0
"MS-W2421",,"","",0,0,0,0,,0,0,,0
"MS-W2424",,"","",0,0,0,0,,0,0,,0
"MS-W2430",,"","",125,0,0,125,,0,0,,0
"MS-W2436",,"","",258,0,0,258,,0,0,,0
"MS-W2439",,"","",244,0,0,244,,0,0,,0
"MS-W2730",,"","",5,0,0,5,,0,0,,0
"MS-W2736",,"","",0,0,0,0,,0,0,,0
"MS-W2739",,"","",94,0,0,94,,0,0,,0
"MS-W3012",,"","",72,0,0,72,,0,0,,21
"MS-W301224",,"","",0,0,0,0,,0,0,,0
"MS-W3015",,"","",139,0,0,139,,0,0,,0
"MS-W301524",,"","",6,0,0,6,,0,0,,0
"MS-W3018",,"","",478,0,0,478,,0,0,,0
"MS-W301824",,"","",23,0,0,23,,0,0,,0
"MS-W3021",,"","",160,0,0,160,,0,0,,0
"MS-W302124",,"","",26,0,0,26,,0,0,,0
"MS-W3024",,"","",29,0,0,29,,0,0,,0
